Submission ID,Organization Name,Stage,HTSUS code,Product,Date Posted,Response Closes
USTR-2019-0017-36840,Saint Gobain Glass Corporation,Denied,9025803500,Windshield Camera Bracket,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36841,U.H.F.C. Co.,Denied,3503004000,INEDIBLE GELATIN (INDUSTRIAL GRADE),"Nov 11, 2019","Nov 25, 2019"
USTR-2019-0017-36842,"Z-Man Fishing Products, Inc.",Denied,9507907000,ShroomZ™,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36843,Apple Inc.,Denied,8507600020,Charging case for AirPods/Powerbeats,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36844,"Efficient Technology Sales, LLC",Denied,8516100080,Waiwela electric mini tank water heaters,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36845,"GUNNAR Optiks, LLC",Denied,9004100000,"Sunglasses,0.96ounces,Nylon,5.7x5.5x2""","Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36848,C.A.S. Iberia Inc.,Denied,9307000000,SH6018KLG Oni Katana,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36850,6D Helmets LLC,Granted,6506106030,6D ATR-2 Off-Road Motorcycle Helmet,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-36856,"Specialty Technologies, LLC",Denied,8518210000,Subwoofer,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-36858,Apple Inc.,Denied,8523510000,NAND storage device for Mac Pro,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36861,Trophy Technology Inc.,Denied,9507907000,Artificial fishing baits,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-36863,Apple Inc.,Denied,8507600020,Battery module for iPhone and MacBook,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36867,"MC Ionic Solutions US, Inc.",Denied,2920905100,diethyl carbonate,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36869,Christie's Inc.,Granted,9706000040,Chinese Antique Furniture over 100 years,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36872,Identity Group LLC,Denied,9004100000,Sunglassess,"Nov 5, 2019","Nov 19, 2019"
USTR-2019-0017-36873,Apple Inc.,Denied,8523510000,Solid-state storage module for Mac,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36875,"30 Watt Holdings, Inc.",Denied,3924905650,Sudski,"Nov 5, 2019","Nov 19, 2019"
USTR-2019-0017-36876,"Teri Lingerie Company, L.L.C.",Denied,6108229020,Women's synthetic underpants,"Nov 21, 2019","Dec 5, 2019"
USTR-2019-0017-36880,VALMONT INC.,Denied,6212105020,Specialized Plus Size Comfort Bras,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36882,Christie's Inc.,Granted,9706000020,Chinese Antique Silverware over 100 year,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36886,SeaWolfe Tackle,Denied,9507208000,9507208000,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36888,F.D.InnoVations Inc.,Denied,3924905650,"The SpreadZtrap, by DzelCat","Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36889,Swagger Tackle Co.,Denied,9507904000,Tungsten fishing Sinkers,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36890,Liberty Skis Corporation,Denied,9506114080,Skis (Snow Skis),"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36892,Nils Inc.,Denied,6108920015,:  Women’s Knit Underwear top,"Jan 31, 2020","Feb 14, 2020"
USTR-2019-0017-36893,"MC Ionic Solutions US, Inc.",Denied,2920905100,dimethyl carbonate,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36894,"CALTAK ENTERPRISE, LLC",Denied,6406109040,CANVAS SHOE UPPERS,"Nov 5, 2019","Nov 19, 2019"
USTR-2019-0017-36895,Christie's Inc.,Denied,9701900000,Collages and other decorative plaques,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36898,Crawford & Burke Corporation,Denied,7321890050,Fire pit outdoor gas - propane burning,"Nov 4, 2019","Nov 18, 2019"
USTR-2019-0017-36903,"Z-Man Fishing Products, Inc.",Denied,9507907000,JackHammer,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36904,Ninestar Technology Company Ltd.,Denied,8443992550,Toner Cartridge,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36905,Carole Accessories Inc.,Denied,7117909000,Necklaces (costume jewelry),"Nov 8, 2019","Nov 22, 2019"
USTR-2019-0017-36908,Christie's Inc.,Granted,9702000000,Original engravings prints & lithographs,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36913,"Z-Man Fishing Products, Inc.",Denied,9507907000,ChatterBait® Freedom™,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36914,"MC Ionic Solutions US, Inc.",Denied,2920905100,ethyl methyl carbonate,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36916,SeaWolfe Tackle,Denied,9507204000,95072040,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36919,Christie's Inc.,Granted,9701100000,"Paintings, drawings and pastels","Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36920,York Wallcoverings,Denied,4814900200,Handcrafted Natural Wallcoverings,"Jan 30, 2020","Feb 13, 2020"
USTR-2019-0017-36926,Christie's Inc.,Granted,9706000060,"Other Chinese Antiques, over 100 years","Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36930,"Hoy Shoe Co., Inc.",Denied,6403999071,Sun San Sandals,"Dec 18, 2019","Jan 1, 2020"
USTR-2019-0017-36934,Lenzing Fibers Inc.,Granted,5504100000,Artificial staple fiber of viscose rayon,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36935,2filter,Denied,9006910001,"Haida Filters M7, M10, M15 Filter Holder","Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36936,C.A.S. Iberia Inc.,Denied,9307000000,SH2394 Tinker Long Sword Sharp,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36939,SeaWolfe Tackle,Denied,9507907000,9597900700,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36940,MASSIMO MOTOR SPORTS LLC,Denied,8711200090,Massimo MB200 Mini Bike,"Jan 29, 2020","Feb 12, 2020"
USTR-2019-0017-36942,"Van Ness Plastic Molding Co., Inc.",Denied,3924905650,Bamboo Cat Dish with Silicone Bottom,"Nov 13, 2019","Nov 27, 2019"
USTR-2019-0017-36945,Motion Watersports,Denied,9506290020,Water Ski Pairs (Youth to Adult),"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-36946,VegHerb LLC,Denied,3926909990,Plastic brackets,"Nov 7, 2019","Nov 21, 2019"
USTR-2019-0017-36947,"Van Ness Plastic Molding Co., Inc.",Denied,3924905650,Bamboo Cat Dish with Silicone Feet,"Nov 13, 2019","Nov 27, 2019"
USTR-2019-0017-36949,Kheper Games Inc.,Denied,9504909080,Kinky BDSM Dice,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36951,Motion Watersports,Denied,9506290080,Standup Paddle Boards,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-36952,Carole Accessories Inc.,Denied,7117909000,Earrings (costume jewelry),"Nov 8, 2019","Nov 22, 2019"
USTR-2019-0017-36954,Carole Accessories Inc.,Denied,7117909000,"Costume jewelry sets, anklets, rings","Nov 8, 2019","Nov 22, 2019"
USTR-2019-0017-36956,"Specialty Technologies, LLC",Denied,8518220000,Speaker,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-36957,Pacific Lock Company,Denied,8301600000,Padlock Components,"Nov 11, 2019","Nov 25, 2019"
USTR-2019-0017-36962,Motion Watersports,Denied,9506996080,Landshark Skateboard Classic,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-36964,Evutec Corporation,Denied,3926909990,Slim Light Karbon Phone Case,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36965,Red Eye LLC,Denied,7015100000,"Glasses for corrective spectacles,","Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36966,Greenfield Industries,Granted,7228100010,High Speed Steel Tooling Blank,"Dec 13, 2019","Dec 27, 2019"
USTR-2019-0017-36967,"Van Ness Plastic Molding Co., Inc.",Denied,3924905650,Bamboo Dog Dish with Silicone Feet,"Nov 13, 2019","Nov 27, 2019"
USTR-2019-0017-36968,"Fitbit, Inc.",Granted,8517620090,Wrist-wearable communications devices,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36969,"Connelly Skis, Inc. DBA Aquaglide",Denied,9506996080,Inflatable aquatic articles,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36970,SeaWolfe Tackle,Denied,9507907000,9507907000,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36972,"Van Ness Plastic Molding Co., Inc.",Denied,3924905650,Bamboo Dog Dish with Silicone Feet,"Nov 13, 2019","Nov 27, 2019"
USTR-2019-0017-36975,Layton Home Fashions,Denied,9404902000,Filled Decorative Pillow or Cushion,"Nov 12, 2019","Nov 26, 2019"
USTR-2019-0017-36976,Motion Watersports,Denied,9506994500,Snow Tube,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-36977,Kheper Games Inc.,Denied,9504909080,Let's Fuck Dice Game,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36978,"Van Ness Plastic Molding Co., Inc.",Denied,3924905650,Bamboo Dog Dish with Silicone Feet,"Nov 13, 2019","Nov 27, 2019"
USTR-2019-0017-36981,Kheper Games Inc.,Denied,9504909080,Let's Fool Around The Game,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36982,HO Sports Company Inc.,Denied,9506290080,HO Sports Inflatable Watersports Tube,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36983,HO Sports Company Inc.,Denied,9506290080,HO Sports Stand Up Paddle Boards,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36985,JSS LLC DBA I-SEA,Denied,9004100000,Sunglass,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36986,Honeylove Sculptwear Inc,Denied,6212200020,Sculptwear,"Jan 31, 2020","Feb 14, 2020"
USTR-2019-0017-36987,MAJOR SALES Group llc,Granted,8443321050,Thermal Receipt printer,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36988,Nils Inc.,Denied,6108920005,Women’s Knit Underwear Bottoms,"Jan 31, 2020","Feb 14, 2020"
USTR-2019-0017-36990,Nils Inc.,Denied,6202934800,Women’s Rain Resistant Insulated Jacket,"Jan 31, 2020","Feb 14, 2020"
USTR-2019-0017-36995,Kheper Games Inc.,Denied,9504909080,Dirty Dice Set,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-36996,"MEICO Lamp Parts Co., Inc.",Denied,9209996100,Sankyo music box movements,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-37000,Tree Island Wire USA Inc,Denied,7217204510,20 gauge electro-galvanized steel wire,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-37002,Kheper Games Inc.,Denied,9504909080,Juego Erotico,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-37006,MAJOR SALES Group llc,Denied,8471608000,Barcode scanner,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-37007,Kheper Games Inc.,Denied,9504909080,Sex Dice,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-37008,MAJOR SALES Group llc,Denied,8470500060,CASH REGISTERS,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-37009,"ICON Health & Fitness, Inc.",Denied,9506910030,Wirelessly-Capable Elliptical Machines,"Nov 4, 2019","Nov 18, 2019"
USTR-2019-0017-37010,HO Sports Company Inc.,Denied,9506290080,HO Sports Watersports Specific Boots,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-37012,"ICON Health & Fitness, Inc.",Denied,9506910010,Wirelessly-Capable Exercise Cycles,"Nov 4, 2019","Nov 18, 2019"
USTR-2019-0017-37013,HO Sports Company Inc.,Denied,9506290020,HO Sports Waterski Pairs Youth and Adult,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-37014,Carole Accessories Inc.,Denied,7117909000,costume jewelry Sets and Assortments,"Nov 6, 2019","Nov 20, 2019"
USTR-2019-0017-37015,"ICON Health & Fitness, Inc.",Denied,9506910020,Wirelessly-Capable Rowing Machines,"Nov 4, 2019","Nov 18, 2019"
USTR-2019-0017-37017,Ninestar Technology Company Ltd.,Denied,8443992510,Ink Cartridge,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37018,Raccolta Del Pacifico,Denied,9507907000,Artificial Fishing Baits: D-Blades,"Jan 29, 2020","Feb 12, 2020"
USTR-2019-0017-37021,"Connelly Skis, Inc.",Denied,9506290020,Water Ski Pairs (Youth to Adult),"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-37022,Ninestar Technology Company Ltd.,Denied,8443992550,Ribbon cartridges,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37023,"Connelly Skis, Inc.",Denied,9506290080,Standup Paddle Boards,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-37031,MTB Supply Inc,Denied,6307909889,Sand Bag,"Oct 31, 2019","Nov 14, 2019"
USTR-2019-0017-37032,Leah Andrews DBA Queen Of Snow Globes,Granted,7013999000,Custom Snow Globes,"Nov 13, 2019","Nov 27, 2019"
USTR-2019-0017-37034,Tetras Inc.,Denied,9401901020,Vehicle parts of textiles material,"Dec 2, 2019","Dec 16, 2019"
USTR-2019-0017-37036,"Wenzhou Lusijie Cleanning Tool Co.,Ltd",Denied,9603908050,Wet Mop / Dust Mop,"Nov 6, 2019","Nov 20, 2019"
USTR-2019-0017-37037,WOW Sports LLC,Denied,9506290080,WOW Sports Watersports Tube,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37041,AFX North America Inc.,Denied,6506103030,AFX Motorcycle Helmets,"Nov 2, 2019","Nov 16, 2019"
USTR-2019-0017-37042,LD Davis Industries,Denied,3503002000,"Gelatin, technical, inedible, granular","Nov 4, 2019","Nov 18, 2019"
USTR-2019-0017-37043,Mito Corporation,Denied,8518298000,"4""/100 MM 4 OHM 30W BLK SPEAKER W/ GRILL","Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37054,NVM Pet LLC,Denied,6307909889,Shells for Pet Beds,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37055,"Federal Steel Supply, LLC",Denied,7304191080,SEAMLESS HOT FINISHED CARBON STEEL PIPE,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37059,The Pride Group Inc.,Denied,0604903000,AquaSav Liners and Planters,"Nov 4, 2019","Nov 18, 2019"
USTR-2019-0017-37060,Anything Possible Brands,Denied,9507306000,"PRORTEOG18 	6'8"" RealTree Spinning Comb","Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37062,Carrier Corporation,Denied,8531809051,Fire Alarm System Ceiling Speakers,"Jan 31, 2020","Feb 14, 2020"
USTR-2019-0017-37063,"Hoy Shoe Co., Inc.",Denied,6403999071,Salt Water Sandals,"Dec 18, 2019","Jan 1, 2020"
USTR-2019-0017-37064,"Element TV Company, LP",Granted,9013809000,LCD Television Panel Assemblies,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37065,"S. Lichtenberg & Co., Inc.",Denied,6303922010,SunZero Gramercy Room Darkening Panel,"Jan 30, 2020","Feb 13, 2020"
USTR-2019-0017-37066,Anything Possible Brands,Denied,9507306000,PRO5SCBOX 	5' Micro Spincast Cbo w/ Loa,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37068,"S. Lichtenberg & Co., Inc.",Denied,6303922010,SunZero Greenwich Blackout Curtains,"Jan 30, 2020","Feb 13, 2020"
USTR-2019-0017-37069,Anything Possible Brands,Denied,9507306000,PRO6SPINBOX 	6' Spinning Cbo w/ Loaded,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37071,Anything Possible Brands,Denied,9507306000,"PROF56SC 	5'6"" Premium Micro Spincast C","Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37072,Anything Possible Brands,Denied,9507306000,"PROF56SPIN 	5'6"" Premium Micro Spinning","Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37073,Moen Incorporated,Granted,8481901000,Copper/Brass Faucet Components,"Nov 7, 2019","Nov 21, 2019"
USTR-2019-0017-37079,"Federal Steel Supply, LLC",Denied,7304191080,SEAMLESS HOT FINISHED CARBON STEEL PIPE,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37087,Allure Home Creation Inc,Denied,3924905650,Bathroom Soap Dish,"Nov 7, 2019","Nov 21, 2019"
USTR-2019-0017-37088,Allure Home Creation Inc,Denied,3924905650,Plastic bathroom tumbler,"Nov 7, 2019","Nov 21, 2019"
USTR-2019-0017-37091,Vectornate USA Inc.,Denied,6210505540,Summer and Winter Coverall,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37093,"Milescraft, Inc.",Denied,3926909990,Milescraft KneeBlades #1603,"Jan 31, 2020","Feb 14, 2020"
USTR-2019-0017-37094,Allure Home Creation Inc,Denied,3924905650,Plastic waste basket,"Nov 7, 2019","Nov 21, 2019"
USTR-2019-0017-37095,B&Z Galvanized Industry Inc.,Denied,7217204510,30 gauge electro-plated galvanized steel,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37096,Allure Home Creation Inc,Denied,9603908050,Plastic Bowl Brush holder with brush,"Nov 11, 2019","Nov 25, 2019"
USTR-2019-0017-37097,Escalade Sports,Denied,9506694000,Pickleballs,"Jan 31, 2020","Feb 14, 2020"
USTR-2019-0017-37100,Pacific Market International LLC,Denied,7013372000,Glass tumblers with Straw,"Nov 11, 2019","Nov 25, 2019"
USTR-2019-0017-37101,B&Z Galvanized Industry Inc.,Denied,7217204510,29 gauge electro-plated galvanized steel,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37102,Escalade Sports,Denied,9504909080,Outdoor Games 1,"Jan 31, 2020","Feb 14, 2020"
USTR-2019-0017-37104,Kheper Games Inc.,Denied,9504909080,Win My Pussy,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37106,B&Z Galvanized Industry Inc.,Denied,7217204510,24 gauge electro-plated galvanized steel,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37108,Mills Floral Company,Denied,0604903000,Preserved Boxwood Product Line,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37109,Kheper Games Inc.,Denied,9504909080,Glow in the Dark Sex Dice,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37113,Kheper Games Inc.,Denied,9504909080,DTF Dice,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37117,"Sta-Rite Ginnie Lou, Inc.",Granted,7217204530,C1060 wire .039 diameter,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37121,"Zimco Optics, Inc.",Denied,9003110000,Eyeglass frames for spectacles,"Dec 4, 2019","Dec 18, 2019"
USTR-2019-0017-37123,Kheper Games Inc.,Denied,9504909080,The 51 Most Popular Drinking Games,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37124,"Square, Inc.",Denied,8470500020,Square Terminal,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37126,Anatomical Worldwide LLC,Denied,9023000000,Anatomical models for education,"Nov 15, 2019","Nov 29, 2019"
USTR-2019-0017-37127,"Square, Inc.",Denied,8470500020,Square Register,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37128,Kheper Games Inc.,Denied,9504909080,WTF Filthy Questions,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37129,SHIELD Restraint Systems Inc.,Denied,6307909889,Safety Restraint Nets,"Nov 5, 2019","Nov 19, 2019"
USTR-2019-0017-37130,Kheper Games Inc.,Denied,9504909080,Adult Charades,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37132,Swift ink LLC,Denied,8443992550,Ink Cartridges,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37133,CarbonKlean LLC,Granted,9603908050,Peeps,"Jan 17, 2020","Jan 31, 2020"
USTR-2019-0017-37135,Kheper Games Inc.,Denied,9504909080,The 12 Drinking Games of Christmas,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37137,C.A.S. Iberia Inc.,Denied,9307000000,SH2430 Kouga Ninja-To,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37138,Kheper Games Inc.,Denied,9504909080,Ladies Night Topic Sticks,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37139,Kheper Games Inc.,Denied,9504909080,Date Nights,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37141,"Integral Logistics, llc",Denied,9613801040,Luxury Cigar Table Lighter,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37143,Kheper Games Inc.,Denied,9504909080,Sex Crackers,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37145,Kheper Games Inc.,Denied,9504909080,Chocolate Seductions,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37146,C.A.S. Iberia Inc.,Denied,9307000000,SH2359 Praying Mantis Katana,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37147,"Integral Logistics, llc",Denied,3926909990,Plastic & Surgical Steel Cigar Cutters,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37152,Trophy Technology Inc.,Denied,9507208000,Fishing Hooks,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37153,6D Helmets LLC,Granted,6506106030,6D ATR-1 Off-Road Motorcycle Helmet,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37154,"Federal Steel Supply, LLC",Denied,7304191080,SEAMLESS HOT FINISHED CARBON STEEL PIPE,"Nov 5, 2019","Nov 19, 2019"
USTR-2019-0017-37155,Kheper Games Inc.,Denied,3924102000,Cactus Cup,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37156,"30 Watt Holdings, Inc.",Denied,3924905650,Sipski,"Nov 5, 2019","Nov 19, 2019"
USTR-2019-0017-37157,"Fey Industries, Inc.",Denied,6304920000,MI1037 Da’ Oven Mitt,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-37158,Kheper Games Inc.,Denied,3924102000,Oil Slick Cup,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37160,Kheper Games Inc.,Denied,3924102000,Black Matte Skull Cup,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37161,6D Helmets LLC,Granted,6506106030,ATR-1Y & ATR-2Y Youth Off-Road helmets,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37162,Kheper Games Inc.,Denied,3924102000,Disco Pineapple Cup,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37163,Act Fast LLC,Denied,9023000000,Act+Fast Anti Choking Trainer,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37164,Kheper Games Inc.,Denied,3924102000,Potleaf Cup,"Nov 1, 2019","Nov 15, 2019"
USTR-2019-0017-37167,"American Textile Company, Inc.",Granted,6302100020,Mattress and pillow protectors,"Nov 1, 2019","Nov 15, 2019"
